531_at,35760_at,418_at,33337_at,34965_at,39310_at,38415_at,36028_at,33170_at,1434_at,38692_at,38559_at,38712_at,32816_at,34668_at,32318_s_at,40656_at,31633_g_at,37194_at,34862_at,34910_s_at,37541_at,955_at,34722_at,37490_at,39983_at,31535_i_at,40245_at,41084_at,38413_at,36964_at,33888_at,35739_at,1152_i_at,1308_g_at,32340_s_at,32954_at,34373_at,41222_at,41824_at,36115_at,36755_s_at,1929_at,32063_at,40447_at,34666_at,37446_at,36100_at,32725_at,41276_at,33386_at,32540_at,34225_at,36720_at,33294_at,31692_at,AFFX-M27830_M_at,36152_at,202_at,34033_s_at,33245_at,38626_at,39884_g_at,225_at,37930_at,1857_at,1000_at,35719_at,36143_at,35827_at,41469_at,41717_at,31744_at,39676_at,33414_at,33369_at,37409_at,41736_g_at,1076_at,914_g_at,34782_at,33404_at,32049_f_at,41710_at,1817_at,41798_at,37948_at,39586_at,37920_at,39954_r_at,41725_at,1389_at,34140_at,39130_at,37758_s_at,41579_s_at,38109_at,38788_at,39023_at,38526_at,class
0.3554,1.1974,0.8588,0.4184,-0.3711,0.5504,0.3685,0.1107,0.3706,-0.3128,0.4908,0.2181,0.4081,1.811,1.5735,0.7171,1.0399,0.6594,-0.153,0.333,-0.6287,-0.2276,1.0133,1.1242,1.2408,0.4463,-0.0403,0.5504,0.7842,0.2457,0.8566,1.7525,-0.0001,0.1055,-0.0997,0.8406,0.5371,0.9389,0.5404,1.0322,1.3071,0.3635,0.319,-0.0552,0.3424,1.7934,-0.3373,0.4708,0.1659,-0.0949,-0.3164,0.1453,0.4617,0.809,0.8841,1.116,-0.3476,2.5641,0.7945,0.7831,-0.0209,1.2927,0.8111,-0.679,-0.3885,1.3808,0.3554,0.6168,0.2836,0.84,-0.6754,1.5698,0.4485,8.4254,1.3579,0.7442,0.3519,1.0326,0.809,1.6738,0.4592,0.8973,0.1153,1.8815,1.4644,0.6668,0.3573,-0.5312,0.0515,0.5512,0.487,-0.6326,-0.469,0.9901,-0.0712,1.523,0.7018,0.323,1.1914,-0.4719,before Th
-0.1176,1.7285,1.0233,0.0372,0.5199,3.1833,0.4316,0.5728,0.0142,0.2566,-0.2803,0.5501,0.2401,0.3304,1.2064,0.7553,1.0413,1.4482,-0.2016,-0.1188,-0.4322,0.9585,3.2765,-0.1007,0.6608,-0.1643,-0.1002,-0.6712,0.7886,1.0565,-0.0062,1.1407,0.1221,0.6655,1.3286,0.5347,1.2569,1.3246,-0.3985,1.2371,1.2051,0.3042,0.5801,0.0626,1.8759,1.3096,1.6095,0.2444,-0.2011,0.77,3.0724,0.5374,0.7487,2.5201,0.1132,1.2101,0.1687,1.6968,0.4234,0.6579,-0.5439,0.5174,0.8423,-0.3299,0.9511,-0.7194,-0.1176,2.1654,0.0011,0.2132,0.8181,0.9857,0.4305,0.3186,0.3796,-0.7604,0.2999,0.9293,2.5201,4.2697,-0.2965,-0.2624,0.618,0.4099,0.8668,0.2065,0.4234,0.6657,2.2548,0.6914,0.5076,1.5193,-0.5807,0.8032,-0.3466,-0.0945,0.659,1.6577,0.8154,0.7864,before Th
-0.5361,-0.8585,-0.8623,-0.7536,-0.7885,-0.5804,-0.6204,-0.8656,-0.8125,-0.7741,-0.597,-0.8579,-0.5673,-0.8496,-0.5496,-0.9645,-0.149,-0.7757,-0.3907,-0.7568,-0.6938,-0.7586,-0.6495,-0.5266,-0.8827,-0.6571,-0.7256,-0.6613,-1.1121,-0.4944,-0.8483,-0.9308,-0.7911,-0.4843,-0.7709,-0.8783,-0.6408,-0.8977,-0.7989,-0.9117,-0.9163,-0.7798,-0.5321,-0.302,-0.535,-0.6758,-0.7782,-0.5745,-0.7053,-0.8723,0.1552,-0.8033,-0.8569,-0.5812,-0.7805,2.0319,-0.3529,-0.8962,-0.7955,-0.1409,-0.5984,-0.951,-0.6707,-0.6837,-0.6408,-0.5227,-0.5361,-0.6793,-0.5864,-0.9395,-0.6277,-1.0815,-0.5288,-0.4619,-0.6347,-0.6327,-0.5782,-0.5695,-0.5812,0.012,-0.9281,-0.4702,-0.4303,0.1893,-0.6814,-0.9242,-0.6973,-0.5484,-0.7002,-0.4675,-1.1013,-0.3581,-0.404,-1.1064,-0.5328,-0.6746,-0.8409,-0.7592,-0.8729,-0.5052,before Th
0.1903,0.2969,-0.9891,0.7162,0.1531,1.6671,0.4132,0.0792,2.4109,0.2394,0.2186,0.6656,0.2931,1.2467,2.1651,1.6999,0.0115,-0.5271,-0.2825,1.2651,-0.5664,-0.3568,1.3834,-0.3594,2.7449,2.4851,1.3513,0.6073,0.5595,-0.1816,0.3404,-0.4686,1.0727,3.2988,0.6027,0.0671,1.3036,1.1388,0.147,0.5623,0.7103,1.1466,1.1595,4.5798,-0.5144,-0.4331,2.1095,0.7406,0.9527,2.1697,-0.5532,1.0507,0.8858,1.1732,-0.334,-0.2783,0.5192,0.7123,-0.2325,0.1123,-0.4742,0.0523,-0.0662,1.5689,0.1793,1.6601,0.1903,0.1539,0.8608,-0.224,2.2428,0.272,0.6215,1.0498,-1.0042,-0.081,-0.6263,1.3204,1.1732,-0.2103,1.455,0.6325,-0.1806,0.638,-0.0741,-0.176,0.4121,1.0299,1.1154,0.8601,0.718,-0.0607,-0.4669,0.0927,1.393,0.9044,0.9377,0.7473,0.7548,0.7984,before Th
-0.5879,-1.0132,-0.7741,-0.8366,-0.6642,-0.6858,-0.6184,-0.924,-0.8777,-0.5863,-0.9335,-0.9464,-0.883,-1.0666,-0.7649,-0.8727,-0.6528,-0.8299,-0.2826,-0.7483,-0.6693,-0.7734,-0.986,-0.5486,-0.7805,-0.827,-0.7402,-0.6438,-1.0494,-0.6316,-0.6987,-0.7138,-0.4084,-0.6134,-1.0582,-1.0102,-0.8376,-0.8652,-0.9461,-0.9844,-0.8683,-0.7646,-0.6447,-0.3197,-0.4457,-0.5723,-0.725,-0.5586,-0.676,-0.9173,-0.063,-0.7239,-0.7543,-0.7027,-0.7832,-0.8201,-0.1993,-0.7341,-0.7342,-0.466,-0.3815,-0.8303,-0.7754,-0.6389,-0.6459,0.0378,-0.5879,-0.8145,-0.6453,-1.006,-0.5695,-0.7881,-0.4975,-0.4487,-0.6658,-0.5997,-0.7509,-0.6953,-0.7027,-0.3623,-0.934,-0.2742,-0.4902,-0.5099,-1.0024,-0.9158,-0.7212,-0.6116,-0.7209,-0.4062,-0.9941,-0.1521,-0.42,-1.0062,-0.8329,-0.8689,-0.9362,-0.7551,-0.9377,-0.5877,before Th
-0.6212,-0.8289,-0.415,-0.9766,-0.6666,-0.4914,-0.0572,-0.9436,-0.8723,-0.7794,-0.3763,-0.6753,-0.7344,-0.7482,-0.9372,-0.9261,-0.9219,-0.7782,-0.4311,-0.629,-0.2839,-0.6036,-0.9879,-0.2382,-0.5469,-0.7688,-0.5083,-0.4984,-0.9831,-0.6417,-0.9885,-0.8578,-0.9569,-0.5966,-0.5763,-0.8431,-0.2779,-0.8537,-1.0191,-0.5643,-1.132,-0.773,-0.6719,-0.3285,-0.7887,-0.8167,-0.6982,0.1188,-0.6667,-0.6532,-0.2618,-0.7425,-0.8085,-0.4041,-0.8632,-0.5,-0.2564,-1.1229,-0.7572,-0.9314,-0.6487,-0.8684,-0.6953,-0.4285,-0.2172,-0.831,-0.6212,-0.8725,-0.7548,-0.7235,-0.5994,-0.6692,-0.6223,-0.4934,-1.2132,-0.4007,0.0917,-0.8256,-0.4041,-0.8634,-0.7561,-0.4054,-0.3843,-0.871,-1.0208,-0.6005,-0.6707,-0.4631,-0.7067,-0.6638,-1.0728,-0.8006,-0.6581,-0.9084,0.0311,-0.5049,-0.6561,-0.7085,-0.9542,-0.8735,before Th
0.7105,-0.4297,1.3722,-0.311,-0.1474,2.9852,0.1682,0.3504,-0.8257,0.0107,-0.1233,0.8792,0.0333,1.0228,-0.6915,0.363,2.0267,-0.0786,0.1303,0.7469,0.8427,1.451,0.5221,-0.2108,1.5091,0.0705,2.4119,0.528,3.1677,-0.1891,1.1561,1.1574,1.0805,-0.4687,1.1546,-0.2293,0.6426,0.6682,-0.0589,0.4638,0.8281,0.8882,2.6013,-0.1326,-0.5037,2.0112,1.311,-0.2628,1.3473,1.2194,0.9381,1.4358,0.8887,1.8249,-0.1245,-0.4035,-0.0038,2.6902,0.5168,0.5382,1.8283,0.0395,1.9317,1.5234,0.0673,2.0989,0.7105,0.488,-0.1988,0.8093,1.5369,1.6296,2.6256,-0.3231,-0.123,-0.5871,-0.3744,0.4499,1.8249,2.0311,0.3302,0.2815,3.1302,1.575,0.1843,1.1061,1.8105,1.13,1.0793,-0.5198,1.0862,1.3525,0.4875,0.5727,-0.302,-0.3277,0.9919,0.5038,0.1973,0.1795,before Th
0.4959,1.3279,1.0017,0.6602,0.0114,-0.5552,0.2111,2.2511,0.7761,0.5681,0.4357,1.2579,1.109,0.8266,1.4153,0.7847,-0.6546,0.2164,0.0691,0.8126,-0.4035,0.0705,0.3029,-0.1337,0.6818,0.4453,1.4326,0.1246,0.0891,0.4811,1.1216,-0.4419,0.6134,1.8271,0.5885,0.8227,1.2052,0.777,0.9712,0.5398,1.5894,0.1601,0.2385,-0.0051,0.7728,0.2872,-0.3321,0.7859,-0.3359,0.972,0.0137,0.8185,0.8989,0.3169,0.4661,1.0645,-0.0803,0.7868,0.8899,0.2703,0.4596,0.5721,0.7681,0.6201,1.2325,-0.297,0.4959,0.9489,1.2577,0.0512,-0.5195,0.7049,-0.335,-0.413,1.0588,0.6431,1.3032,0.3886,0.3169,1.8135,0.9898,-0.1358,0.3458,-0.8189,0.625,1.8794,0.5127,0.2378,-0.3908,0.985,0.9682,1.5095,0.8847,0.5691,1.422,1.8814,0.3863,0.4274,0.5407,-0.0585,before Th
0.9932,1.3622,3.6546,0.5728,0.3859,-0.5572,0.5902,0.1429,0.9988,-0.0704,1.6277,0.4988,0.164,0.5994,0.6821,2.0192,0.3784,0.7799,0.0052,0.7349,1.4274,-0.3447,1.2949,2.5686,0.655,0.6752,0.2897,2.166,1.8955,0.2189,0.288,0.9086,2.3673,0.9875,0.3851,1.4212,1.6334,0.2628,0.1213,1.482,1.0318,0.3597,-0.417,5.1798,1.0577,1.6127,0.4367,-0.3367,1.7053,0.1246,-0.7703,0.472,0.9351,0.9638,0.7342,0.5441,-0.4006,0.5818,0.3087,-0.0557,0.8396,0.1382,0.6544,-0.5521,-0.2671,0.4886,0.9932,0.549,0.2337,1.2632,0.4113,2.1618,-0.436,0.7146,1.0884,0.8654,0.5801,0.542,0.9638,-0.1265,0.8154,0.3113,-0.0933,-0.0205,0.8122,1.4622,1.6172,-0.587,1.1698,0.2823,1.6982,-0.2622,-0.3224,0.1309,0.8846,0.2839,-0.3073,1.9078,-0.0297,1.2187,before Th
0.3507,2.1483,1.0476,0.9452,1.6004,0.3174,0.1638,1.4882,-0.1825,1.5157,0.2953,-0.3608,-0.0307,1.0123,0.0895,2.0247,-0.2973,-0.6839,0.2799,0.4483,0.2427,1.3232,0.7547,0.3214,0.8707,0.8476,1.5756,-0.6879,0.2397,0.3967,2.2535,1.4643,1.2187,0.284,0.1376,0.441,1.0875,1.3884,0.3666,0.7939,0.3632,-0.3605,-0.1642,0.1876,0.0523,-0.744,0.7284,0.5408,1.1267,0.5155,-0.3383,-0.4826,0.2733,-0.6296,2.0328,-0.1981,0.5472,0.5971,1.1047,-0.1625,-0.4477,0.6021,0.9128,0.6132,-0.3665,0.4103,0.3507,1.098,0.6504,1.4354,-0.4495,-0.3758,0.0854,-0.4438,1.2561,-0.3947,0.3464,-0.5177,-0.6296,-0.6007,-0.1075,-0.3979,0.8616,1.6116,0.8164,0.3301,0.595,0.0096,1.3899,1.5225,0.6671,0.4994,-0.3862,1.0284,0.9174,0.6676,0.8924,-0.5974,0.0705,1.3227,before Th
-0.6526,-1.0037,-0.9023,-0.9653,-0.7142,-0.2862,-0.4979,-0.8481,-0.609,-0.7333,-0.999,-0.6482,-0.8022,-0.6981,-0.8455,-1.0304,-0.9428,-0.8715,-0.4281,-0.6716,-0.7338,-0.668,-0.9736,-0.5992,-0.803,-0.786,-0.5346,-0.3696,-0.8853,-0.5799,-0.3026,-0.767,2.2746,-0.4623,-0.8638,-0.9547,-0.8218,-0.6188,-0.8193,-0.8913,-0.7966,-0.802,-0.6545,-0.3293,-0.6917,-0.7274,-0.9057,-0.7436,-0.8027,-0.8925,-0.6823,-0.7905,-0.7599,-0.9522,-0.8174,-0.7816,-0.6804,-0.9866,-0.7499,-0.8677,-0.12,-0.9649,-0.8996,-0.6805,-0.4049,0.0925,-0.6526,-0.8305,-0.5809,-0.847,-0.703,-0.8241,-0.6451,-0.4906,-0.8121,-0.6397,-0.7667,-0.8987,-0.9522,-0.9504,-0.7887,-0.4934,-0.3091,-0.7318,-0.8456,-0.6592,-0.8104,-0.5107,-0.7428,-0.463,-0.9909,-0.0622,-0.6654,-0.6831,-0.7611,-0.7481,-0.6819,-0.9455,-1.0686,-0.3239,before Th
1.4522,1.0804,2.3107,0.1689,0.5601,2.5467,1.3033,-0.7518,1.2973,0.7983,-0.3966,0.9421,1.3301,0.8249,1.9236,1.4872,1.797,0.2927,-0.3684,-0.3974,3.3182,1.6507,0.0149,0.7878,0.5178,2.5929,-0.0604,1.0805,-0.2324,0.4428,0.7023,1.779,-0.9752,0.8963,-0.2357,0.9767,1.5312,0.0944,0.6135,0.6442,-0.209,0.5986,-0.5308,-0.265,-0.5461,-0.3673,0.8739,1.008,-0.8933,2.5427,-0.6191,0.8844,2.0692,1.1701,0.6265,-0.6661,0.8402,0.4418,-0.0112,-0.959,0.6819,1.1597,2.3089,2.2683,2.7702,1.5111,1.4522,-0.9736,1.1235,1.9122,-0.6164,2.6648,0.2199,-0.421,-0.9957,1.7456,1.4966,-0.7894,1.1701,-0.9046,1.9215,-0.2189,-0.364,0.0116,0.6706,0.791,1.8433,0.5664,0.246,-0.5188,0.7124,-0.8652,1.9335,0.758,3.499,1.7068,2.4326,1.0859,1.8908,0.1053,before Th
-0.1753,1.0364,1.9802,0.8095,-0.1445,-0.2121,0.3578,1.7186,1.3911,0.5861,-0.0019,-0.9061,0.3906,1.6874,0.5808,1.5181,0.5564,0.3875,0.0017,0.1684,-0.5688,0.7209,1.1425,1.178,-0.4263,0.4146,1.277,-0.3974,0.2367,0.0713,0.8778,0.7437,0.6575,-0.5272,0.198,1.4151,0.6317,0.9292,-0.153,0.7871,1.9515,0.8079,1.54,-0.1948,2.6688,-0.6397,-0.5878,0.8575,0.7502,-0.0504,0.0204,0.0099,0.9538,1.0088,1.9572,-0.8853,-0.1301,1.4699,-0.9251,1.1276,0.0102,1.2434,0.2819,0.4533,0.1152,0.2964,-0.1753,1.3823,0.5491,1.7098,0.0691,0.4016,0.2344,-0.2498,1.2178,1.9813,0.3717,-0.2811,1.0088,0.4216,-0.0151,-0.0542,0.2904,1.2611,1.8525,-0.0087,0.3593,0.4415,-0.169,0.3236,1.7919,1.3861,-0.3885,0.7058,-0.5955,0.8394,-0.3153,0.8059,0.1597,1.3979,before Th
0.8766,0.8479,-0.0642,0.1372,0.0228,0.7347,-0.131,1.0967,0.1777,0.7503,0.4744,-0.0205,0.5627,1.2686,0.8821,1.3748,0.9399,0.9677,-0.3689,0.5083,0.9376,-0.4195,0.5941,1.4277,0.9114,-0.286,-0.2426,0.2054,0.2675,0.4664,-0.0758,1.8649,0.2826,0.4019,0.9113,1.3721,1.4469,0.364,1.5325,0.5732,1.1246,0.8468,-0.2375,-0.0235,0.7659,0.0872,-0.1489,0.4696,1.3685,0.7535,0.7378,0.6978,1.4912,2.2664,1.0858,-0.2267,0.8741,0.7527,1.1779,0.3662,-0.676,0.642,1.6298,0.525,-0.5266,-0.1442,0.8766,0.9725,0.4819,0.8622,0.5275,-0.7405,-0.6143,-0.0851,1.5587,-0.0421,0.5579,0.1708,2.2664,0.7253,0.492,0.216,0.1866,0.8632,0.9605,0.7601,0.2858,0.849,0.5301,-0.7177,1.4129,0.2116,-0.6126,0.5309,0.1898,0.3247,0.6294,0.501,0.6627,1.1668,before Th
-0.3382,-0.9314,-0.9094,-1.0499,-0.695,-0.6163,-0.6353,-1.1093,-0.8285,-0.3693,-0.9653,-0.5428,-0.4189,-1.0511,-0.8045,-1.0249,-0.9142,-0.7049,0.0348,-0.7808,-0.532,-0.6218,-0.8818,-0.8238,-0.6166,-0.6286,-0.4074,-0.6223,-0.93,-0.6196,-0.927,-0.8174,-0.5607,-0.4461,-0.6497,-1.031,-0.9432,-0.9281,-0.9792,-1.0039,-1.1665,-0.6797,-0.4991,-0.3223,-0.4304,-0.5933,-0.8805,-0.5777,-0.936,-0.6095,0.0022,-0.5971,-0.8229,-0.8962,-0.8571,-0.7766,-0.308,-1.0726,-0.9982,-0.476,-0.3371,-0.7471,-0.6869,-0.1416,-0.6111,-0.4365,-0.3382,-0.7414,-0.6329,-0.8282,-0.5847,-0.7686,-0.3828,-0.4895,-1.0285,-0.8214,-0.9231,-0.4469,-0.8962,-0.5922,-0.8866,-0.4742,-0.3504,-0.5453,-1.0252,-0.7823,-0.658,-0.6126,-0.1242,-0.8656,-1.1658,-0.4893,0.0413,-1.0458,-0.814,-0.9458,-0.7126,-0.693,-0.8129,-0.5381,before Th
0.6952,0.7211,3.2189,0.2793,0.3531,0.6769,0.1444,1.8654,0.521,0.3779,-0.2372,1.1981,-0.5659,1.183,0.1001,1.1585,1.9281,1.1547,0.0184,0.2909,0.3508,-0.2697,1.5547,1.4683,0.49,0.5674,0.0465,-0.367,1.2164,0.4384,0.4565,2.3352,0.3769,1.6943,0.5331,0.6468,0.3774,1.2797,0.1456,1.0142,1.5262,0.3933,-0.3648,0.0073,-0.0309,1.8534,0.2805,-0.0591,0.0152,0.9071,0.3252,0.3577,0.4437,1.4073,0.2243,2.3832,-0.4627,1.4144,0.9717,0.4359,-0.5873,0.1122,-0.331,-0.3638,-0.5686,-0.163,0.6952,2.4157,-0.2713,1.1369,0.2186,1.9104,0.447,-0.1936,0.6326,-0.3192,1.2606,3.6577,1.4073,0.6344,0.1187,-0.4147,-0.5534,0.5845,0.3425,1.6765,0.5554,-0.5448,-0.3352,-0.6956,1.7493,1.0535,-0.5685,0.6154,-0.4885,0.3389,0.6456,0.9517,0.0066,-0.8073,before Th
0.3165,-0.0013,0.5902,0.9601,4.923,-0.3833,0.5469,1.239,-0.4928,0.4969,-0.2514,0.6103,0.3803,1.2841,0.1837,0.6908,0.7455,-0.1634,0.6251,0.1112,0.6333,0.2982,0.5725,1.5833,0.3611,-0.0093,0.0918,-0.0317,0.9301,0.2803,1.2339,1.7995,1.3162,-0.5704,0.0481,0.6205,0.9138,0.408,0.3531,-0.2591,1.2362,0.0042,0.5531,-0.2545,1.5917,0.97,1.1812,0.832,1.3638,0.3338,3.8033,-0.2899,0.6855,0.1138,0.7162,1.683,-0.4518,1.7178,-0.1231,0.8943,0.7032,1.0302,0.7184,-0.0418,-0.384,1.7616,0.3165,1.2129,-0.6346,0.3073,0.9785,0.0196,0.0994,0.3342,1.2488,-0.0462,0.4873,0.5209,0.1138,1.3934,-0.072,-0.2493,-0.4745,2.1574,0.7064,1.3345,0.3012,-0.1153,1.2534,1.3651,2.3077,1.924,0.5351,0.8145,-0.0342,0.8986,0.4428,0.8351,0.2898,0.4639,before Th
-0.6964,-0.6731,-0.0871,-0.9461,-0.6932,-0.2816,-0.2499,-0.768,-0.7129,-0.7489,-0.1712,-1.0068,-0.7275,-0.8652,-0.6599,-0.8015,-0.946,-0.8425,-0.5123,-0.6537,-0.3927,-0.2496,-1.013,-0.675,-0.9926,-0.51,-0.7811,-0.7274,-0.5502,-0.5968,-0.8728,-0.7444,-0.9728,-0.6282,-0.7681,-0.6818,-0.9387,-0.9156,-1.0635,-0.6863,-0.8786,-0.6091,-0.7189,-0.3419,-0.9167,-0.8104,-0.4734,-0.8272,-0.687,-0.8642,-0.7042,-0.8876,-0.7968,-0.5074,-0.3402,-0.7803,-0.5092,-1.0514,-0.8319,-1.0027,-0.6729,-0.7212,-0.8691,-0.6976,-0.6025,-0.6728,-0.6964,-0.9332,-0.4975,-1.0345,-0.4645,-0.8198,-0.4975,-0.3692,-0.7878,-0.0343,-0.3689,-0.8731,-0.5074,-0.9007,-0.5571,-0.4908,-0.422,-0.8556,-0.833,-0.8902,-0.9667,-0.6022,0.1685,-0.9273,-0.8299,-0.8711,-0.2994,-0.9291,-0.5922,-0.6054,-0.7955,-0.8517,-0.7522,-0.8045,before Th
-0.4898,-0.9374,-0.7071,-0.8878,-0.6119,-0.3572,-0.7825,-0.7895,-0.7277,-0.6517,-0.7703,-0.7473,-0.7173,-0.8922,-0.8762,-0.9893,-0.802,-1.0012,-0.3294,-0.8126,-0.6809,-0.6467,-0.8853,-0.6086,-0.7265,-0.3411,-0.8406,-0.5556,-0.7694,-0.5915,-0.8457,-0.9107,-0.8312,-0.642,-0.6549,-0.9989,-0.99,-0.7196,-0.8533,-0.8906,-0.8734,-0.5788,-0.7385,-0.3134,-0.9381,-0.5872,-0.9418,-0.7695,-0.7156,-0.5905,-0.1811,-0.4964,-0.7395,-0.5242,-0.7716,-0.3078,-0.2803,-1.0393,-0.9346,-0.6072,-0.5333,-0.9612,-0.6182,-0.3601,-0.3181,-0.5025,-0.4898,-0.7088,-0.7619,-0.5056,-0.1744,-1.0072,0.0466,-0.4978,-0.7976,-0.458,-0.4946,-0.5612,-0.5242,-0.4252,-0.8247,-0.4778,-0.5935,-0.4681,-0.9989,-0.9805,-0.8321,-0.4816,-0.6178,-0.5108,-0.9845,-0.447,-0.2182,-0.9792,-0.4371,-0.6817,-0.8657,-0.877,-0.7685,-0.7173,before Th
-0.7488,-0.9257,-0.8917,-1.0019,-0.7412,-0.6712,-0.6339,-0.8678,-0.6376,-0.691,-0.797,-0.8241,-0.6994,-0.8323,-0.6485,-1.0234,-0.5808,-0.7347,-0.1662,-0.7059,-0.5269,-0.8611,-0.8795,-0.6507,-0.7324,-0.744,-0.4847,-0.4347,-1.0193,-0.5698,-1.0039,-0.9167,-0.628,-0.6208,-0.9233,-1.0768,-0.9195,-0.7661,-1.0085,-0.8293,-1.1557,-0.6954,-0.7309,-0.2372,-0.6299,-0.7413,-0.2058,-0.2948,-0.5425,-0.6464,-0.2495,-0.7791,-0.7988,-0.5007,-0.7597,-0.8618,-0.1273,-0.6125,-1.0179,-0.629,-0.6558,-0.9943,-0.7414,-0.6734,-0.6078,-0.5675,-0.7488,-0.6137,-0.6257,-0.6996,-0.4787,-0.8263,-0.6186,-0.463,-0.7654,-0.5366,-0.6342,-0.8427,-0.5007,0.012,-0.8593,-0.4893,-0.3872,-0.1507,-1.1815,-0.8741,-0.7526,-0.6331,-0.6619,-0.4532,-1.1627,-0.6701,-0.2069,-1.083,-0.54,-0.8947,-0.8328,-0.7631,-0.7327,-0.5602,before Th
3.9215,0.061,0.3597,0.7926,0.2324,0.3862,0.0663,0.1735,0.5723,1.174,-0.2625,1.0433,1.5619,0.8148,1.8325,0.6106,-0.0366,0.5274,0.8923,-0.0448,0.4825,-0.6454,0.2299,2.5426,-0.9717,1.9659,1.0517,-0.0762,1.9178,-0.0021,1.1465,-0.2242,0.495,1.7138,0.3349,0.0048,0.763,3.7361,0.5086,-0.1496,1.5657,0.6736,-0.4551,-0.2241,1.3799,1.7451,-0.2235,-0.548,0.9976,1.2579,2.3758,1.0496,-0.5336,-0.6851,1.2649,1.2285,-0.0218,0.7018,-0.4052,1.0727,-0.052,0.6041,1.1626,0.0457,-0.4776,2.4704,3.9215,1.8158,-0.1082,0.7988,0.1384,2.1504,0.0684,-0.1573,0.1562,-0.5566,0.6745,-0.528,-0.6851,1.0017,-0.4751,0.4362,-0.4177,1.2663,0.0036,1.0411,-0.6998,-0.3347,0.6798,-0.8286,0.836,2.3097,-0.0833,1.3824,2.2985,-0.924,-0.734,-0.6915,0.6579,1.8016,before Th
0.772,1.181,0.2898,0.21,-0.3668,2.1107,0.0418,0.0687,0.9681,0.9299,-0.1387,0.5744,1.6472,0.4843,0.4901,1.3033,0.8684,0.2755,-0.1969,-0.0223,-0.4766,-0.6179,3.1136,-0.3584,1.1272,1.0075,-0.4993,0.9617,0.8514,0.6463,0.4082,0.6415,-0.1643,1.3697,2.2859,0.3108,0.1583,1.2826,0.1351,0.5638,0.6851,0.8104,-0.2939,-0.2559,0.0817,1.713,2.9389,1.4688,0.5755,0.264,0.3144,0.3044,2.5583,2.7104,0.0515,3.1298,-0.5521,2.0882,1.6976,1.3887,0.1365,1.5425,0.7938,-0.5858,0.1143,1.0579,0.772,1.1516,0.3725,0.9053,-0.0347,1.0857,0.6991,0.2574,0.007,0.9805,1.1297,2.5758,2.7104,1.8875,-0.0255,-0.2311,-0.4312,1.6405,0.4605,0.7824,-0.7878,0.5703,-0.2107,2.3272,0.0138,1.8822,-0.5882,0.2738,-0.5628,0.7699,-0.2927,0.9893,-0.0728,-0.2078,before Th
-0.5706,-0.8511,-0.8112,-0.6822,-0.7069,-0.5017,-0.5328,-0.7537,-0.7918,-0.8475,-0.8594,-0.8828,-0.6988,-0.9297,-0.7643,-0.8724,-0.9148,-0.8231,-0.4466,-0.7146,-0.722,-0.7604,-0.7879,-0.73,-0.8652,-0.7563,-0.7282,-0.6353,-0.9426,-0.6615,-0.9812,-0.6722,-0.8797,-0.6383,-0.7997,-0.903,-0.6432,-0.5429,-1.02,-0.8886,-0.8815,-0.6366,-0.7307,-0.3327,-0.4742,-0.8475,-0.7487,-0.6259,-0.6636,-0.8737,-0.5485,-0.7148,-0.5913,-0.4854,-0.8953,-0.7507,-0.4416,-0.8391,-0.6641,-0.1867,-0.77,-0.866,-0.6328,-0.5987,-0.6273,-0.6033,-0.5706,-0.7572,-0.5267,-0.9285,-0.6355,-0.879,-0.6431,-0.5089,-0.8495,-0.4129,-0.7099,-0.6804,-0.4854,-0.3304,-0.8992,-0.1921,-0.4084,-0.4198,-1.0286,-0.9666,-0.5706,-0.398,-0.3971,-0.9293,-0.9294,-0.3463,-0.1943,-0.9354,-0.7538,-0.786,-1.035,-0.7683,-0.9472,-0.6819,before Th
-0.6098,1.1582,0.7731,0.8274,-0.2775,-0.1748,0.4906,0.1432,0.4359,0.4768,0.2395,1.2172,1.2124,1.2875,0.0893,0.9892,0.6379,0.7088,2.0976,0.3515,3.1983,0.7241,1.3245,1.6531,0.7833,0.1774,-0.3141,1.0712,2.2421,0.5753,0.3974,1.5928,1.9899,1.1791,0.6508,1.1845,0.7716,1.721,0.9735,-0.0959,1.6531,0.4894,-0.4018,-0.2086,-0.7673,-0.6282,-0.3753,4.6363,1.6342,1.7538,2.0478,0.9831,0.9313,0.2156,1.5122,0.5787,-0.0729,2.8216,1.0004,1.5784,2.3414,0.908,0.7052,-0.7649,-0.2244,0.0492,-0.6098,0.36,-0.4886,1.2486,-0.5649,0.9299,-0.24,-0.1338,2.2618,0.1581,-0.6061,0.5305,0.2156,2.1893,-0.1123,0.6,-0.1891,0.9235,1.5573,-0.9062,-0.8758,-0.0157,0.3851,1.6015,0.1029,1.7637,1.0663,0.8722,0.2023,0.645,-0.7545,0.5705,0.7375,0.6314,before Th
