37780_at,1462_s_at,37985_at,34361_at,37277_at,32794_g_at,36029_at,38915_at,32287_s_at,36808_at,32249_at,33777_at,31900_at,36377_at,33238_at,1065_at,36490_s_at,35362_at,771_s_at,38319_at,1405_i_at,33145_at,36455_at,38819_at,41097_at,675_at,619_s_at,41198_at,37829_at,41049_at,36591_at,38533_s_at,35193_at,2059_s_at,1104_s_at,34990_at,40954_at,35792_at,1997_s_at,656_at,40463_at,40715_at,35994_at,34665_g_at,41685_at,41468_at,296_at,31742_at,35974_at,32649_at,577_at,38604_at,38051_at,35246_at,37889_at,35791_at,41504_s_at,40708_at,37419_g_at,36856_at,37401_g_at,1536_at,40775_at,36799_at,38803_at,32227_at,41745_at,40688_at,36392_at,33910_at,35862_at,1814_at,39261_at,38620_at,717_at,40377_at,1637_at,34730_g_at,37602_at,1737_s_at,1731_at,245_at,38884_at,35863_g_at,37918_at,36787_at,36874_at,37695_at,36906_at,35936_g_at,39576_at,32625_at,189_s_at,40749_at,33856_at,1426_at,40720_at,36108_at,37571_at,910_at,class
-0.34418,-0.58042,0.62533,2.77185,-0.58534,2.80994,-0.33117,1.52995,-0.39267,5.23215,0.62984,0.50672,-0.06212,0.67149,3.57338,-0.61414,-0.73679,-0.48189,-0.00953,2.84717,0.13982,0.36923,-0.37235,2.27535,-0.58967,0.12626,0.37358,-0.53366,-0.26482,-0.28363,0.06842,0.0349,1.19311,3.55365,-0.13888,-0.59953,2.11703,-0.19701,-0.71546,-0.0227,0.75427,-0.36315,-0.13017,-0.58655,-0.41859,-0.14338,1.04537,-0.1946,-0.523,2.74157,-0.84456,-0.57641,0.96294,-0.28486,3.58298,0.55367,0.33474,0.42511,-0.3438,-0.33538,-0.39258,1.77468,0.45419,0.04143,0.02241,0.70175,-0.50455,3.29321,-0.78265,0.81856,-0.51362,-0.42481,0.66138,-0.85362,0.52368,1.33879,0.7006,0.36333,1.60099,-0.53185,0.31261,0.99714,-0.19999,-0.36726,0.77205,-0.05149,0.64345,0.82145,0.67745,-0.03459,0.95948,-0.72199,-0.18064,-0.38073,-0.12297,3.94263,1.88454,-0.51268,4.64354,-0.52253,before Th
-0.34758,2.7694,1.55541,-0.3858,0.54565,-0.32421,-0.35689,1.65129,0.34892,0.14086,-0.11603,0.0522,0.05166,-0.62046,-0.50932,3.00868,0.40438,-0.4479,-0.2407,-0.38052,-0.33433,-0.25673,-0.37981,-0.56135,-0.1765,-0.54608,-0.47349,1.26882,-0.10272,-0.66032,-0.92163,-0.3564,0.58167,-0.42983,0.6142,1.35559,-0.01138,-0.36213,1.15232,-0.19855,0.58033,-0.45925,1.14661,-0.61078,-0.14993,-0.3284,-0.32949,-0.21377,1.11486,-0.4064,0.23794,5.45419,-0.33608,-0.07458,0.01542,0.34152,-0.28112,1.07475,0.77104,0.81905,0.89444,2.11378,-0.45155,1.09046,-0.42932,0.12467,0.19857,-0.40685,0.20389,-0.17869,-0.39555,1.23027,1.26581,1.09085,-0.41091,1.09729,0.29195,-0.57427,0.75231,-0.17598,-0.07517,-0.74625,-0.24251,0.21794,3.87429,-0.34466,0.04569,-0.39744,-0.19752,0.25906,0.97795,1.01355,3.39442,-0.34538,-0.75747,-0.70288,-0.32141,2.57652,-0.47341,3.09969,before Th
-0.32774,1.64294,-0.09358,-0.39754,-0.69798,-0.19626,-0.2173,-0.5936,-0.28317,-0.03412,-0.2474,-0.48061,1.06166,2.5927,-0.16519,2.58151,1.41941,-0.49092,-0.00355,-0.23006,-0.10757,-0.61792,-0.20651,-0.59397,0.454,2.50309,-0.1383,3.90967,-0.21427,-0.52664,2.09138,-0.25992,0.17753,-0.11776,1.35175,1.87367,-0.12503,-0.25457,-0.44376,0.83578,0.54685,-0.52636,0.8473,-0.36298,0.82618,-0.20828,0.87817,0.46164,0.13088,-0.12907,0.24439,1.05407,-0.17223,-0.2696,0.78212,2.47034,-0.21331,0.10981,0.38885,1.25077,-0.27141,0.80345,-0.20583,0.56507,-0.00807,1.06122,3.41901,0.04971,-0.16789,-0.53288,-0.30891,0.09681,-0.06062,0.74348,-0.23824,0.64116,-0.38166,0.40331,0.22679,3.50115,-0.34682,0.05547,-0.32646,1.61895,1.9514,-0.26641,0.00864,0.3832,-0.39521,0.01973,-0.62436,1.29908,0.38857,-0.41298,2.35848,-0.40508,0.54929,-0.50715,-0.43577,1.56253,before Th
0.49118,-0.74804,-1.00437,-0.91865,-0.80462,-0.38017,-0.34865,-0.99822,-0.35983,-0.52903,-0.3491,-0.51691,-0.68059,-0.01754,-0.49099,-0.57081,-1.08463,-0.32561,-0.33145,-0.41672,-0.62786,-0.78775,-0.54438,-0.82814,-0.09959,-0.47756,-0.29936,-0.68778,-0.36084,-0.7305,-0.18882,-0.27337,-0.38144,-0.51229,2.80383,0.41197,-0.37052,-0.48397,-0.99689,-0.71345,-0.85877,-0.59961,-0.67606,-0.48212,-0.41483,-0.30698,-0.68403,-0.62901,-0.50696,-0.46428,-0.09023,-0.03087,-0.34708,0.16049,-0.64058,-0.7846,-0.41166,-0.82436,-0.64769,-0.86475,-0.55605,-0.89379,-0.4984,-0.6364,-0.6675,-0.45307,-0.3696,-0.45687,-0.22432,-0.45071,-0.40631,-0.66701,-0.76372,-0.77883,-0.45436,-0.74662,-0.58881,-0.77849,-0.55284,-0.59341,-0.46359,-0.75281,-0.23423,-0.20447,-0.82241,-0.79357,-0.49145,-0.57352,-0.42418,-0.55732,-0.63353,-0.17954,-0.63533,-0.2293,-0.13073,-0.62782,-0.90623,0.11742,-0.43993,-0.98023,before Th
-0.33648,-0.24632,-0.48721,-0.14844,2.57354,-0.38071,-0.27898,-0.06568,-0.07636,-0.63824,-0.24404,-0.30664,-0.40201,-0.06827,-0.46482,-0.61974,-0.9162,-0.02959,0.04567,-0.26256,-0.32623,-0.4395,1.0361,-0.55027,-0.36523,-0.45636,0.18529,-0.6296,-0.00794,0.93596,-0.21333,-0.25372,-0.01805,-0.43531,-0.69645,-0.44977,-0.1635,-0.19337,-1.02304,-0.11029,0.68508,1.04089,0.15871,-0.08226,-0.13034,-0.30976,-0.65925,0.52207,3.14755,-0.26819,-0.52377,-0.23036,-0.19457,-0.39108,-0.38283,-0.50673,0.10837,0.98757,0.06426,-0.24578,-0.2036,-0.57072,-0.51862,0.51482,0.23989,-0.37865,-0.65149,-0.03056,-0.37259,-0.57254,3.86919,1.50408,-0.08732,-0.60159,3.0352,0.62909,0.1685,-0.10739,-0.20915,0.2212,0.34942,0.27903,0.29159,1.07788,-0.24807,0.07879,0.62006,1.24965,-0.31368,0.2802,-0.51176,-0.57072,-0.63448,-0.02542,0.43714,-0.00709,0.43165,-0.50914,1.87395,-0.8363,before Th
0.25661,-0.70941,-0.86744,-0.41363,-0.72379,-0.35376,-0.25301,-1.04503,-0.14157,0.11499,-0.24078,-0.5187,-0.70747,-0.24266,-0.47247,-0.62235,-0.74674,0.40541,-0.30657,-0.3836,-0.42727,-0.60887,-0.56358,-0.8523,0.02369,-0.53093,-0.41256,-0.53461,-0.34494,-0.54025,-0.60012,-0.30974,-0.3909,-0.47166,-0.70628,-0.68461,-0.3712,-0.32264,-0.91419,-0.5159,-0.73477,-0.59576,-0.50612,-0.64737,-0.39853,-0.31596,-0.22437,-0.36715,-0.53997,-0.41067,-0.124,-0.44473,-0.32936,-0.70078,-0.65484,-0.74196,-0.42859,-0.5747,-0.64924,-0.8419,-0.56528,-0.83677,-0.487,-0.75242,-0.63579,-0.41109,-0.49577,-0.415,-0.29386,-0.61026,-0.59347,-0.68206,-0.85408,-0.87402,-0.46491,-0.81007,-0.5734,-0.42239,-0.75031,-0.7919,-0.44519,-0.67287,-0.38704,-0.68379,-0.80398,-0.32041,-0.50703,-0.57575,-0.46691,-0.79593,-0.44337,-0.23783,-0.59351,-0.3138,-0.41409,-0.85626,-0.90702,-0.52996,-0.52411,-0.84957,before Th
-0.35199,-0.2636,-0.63317,-0.87531,-0.84763,0.02992,-0.40492,-0.90244,-0.35123,-0.36112,-0.33431,-0.25313,-0.6368,-0.74485,-0.03371,-0.60868,-0.9999,-0.55684,-0.01359,0.08583,-0.69698,-0.63956,-0.41425,-0.76537,-0.68939,-0.25763,-0.38286,-0.82377,0.36955,0.15727,-0.93324,-0.46306,-0.41811,-0.12323,-0.43252,-0.54552,-0.07812,-0.36129,-0.97019,-0.47423,-0.48244,-0.6417,-0.89757,-0.64286,-0.66375,-0.29678,-0.64463,-0.4135,-0.54675,0.18661,-0.84928,-0.58513,0.67817,-0.40525,-0.65836,-0.85396,-0.39817,-0.8437,-0.71771,-0.7255,-0.49909,-0.26194,-0.16719,-0.93184,-0.69201,-0.59424,-0.80425,-0.27779,-0.46488,-0.20368,-0.60012,-0.71274,-0.88499,-0.85951,-0.49024,-0.82986,-0.46521,-0.29242,-0.67877,-0.73085,-0.32593,-0.1398,-0.20478,-0.76909,-0.77636,-0.49014,0.97195,-0.49043,-0.2346,-0.71948,-0.52896,-0.77922,-0.63848,-0.36851,-0.79162,-0.70039,-0.48726,-0.52933,-0.5033,-0.63548,before Th
-0.14115,0.34576,0.5973,0.05134,-0.19881,-0.31724,1.94984,1.08992,0.31682,0.74987,-0.1605,-0.21238,-0.00843,2.21075,-0.18741,-0.23079,1.74186,3.4505,-0.182,-0.37898,1.11656,-0.22203,0.18786,0.1981,2.62227,-0.3692,-0.37358,-0.21915,0.77163,-0.31466,-0.04665,0.04765,-0.14916,-0.19692,0.16464,0.0167,-0.28423,0.41234,0.67399,-0.21479,2.18165,-0.17445,-0.26476,0.79649,-0.44741,-0.19184,-0.52775,0.73927,-0.34706,-0.38955,2.59617,-0.14584,-0.28407,-0.20042,-0.26877,-0.33976,-0.24057,0.8308,0.27019,1.30354,2.32324,-0.4027,-0.23544,0.57039,-0.17585,-0.35643,-0.40329,-0.36566,-0.21776,0.05367,-0.11269,-0.07019,0.57471,1.50335,-0.4134,-0.19954,-0.39987,0.32588,-0.23477,-0.6007,0.06646,-0.07583,-0.17674,0.25115,-0.79071,0.11792,0.06565,0.82703,-0.12557,0.30073,-0.20977,0.53398,-0.19369,-0.01235,0.92438,0.06889,-0.23015,0.33723,-0.16545,1.04703,before Th
-0.32109,-0.43619,1.52025,-0.09218,1.85429,-0.30894,-0.36047,0.74971,-0.39071,0.3733,-0.26536,-0.32826,-0.57488,0.83929,-0.36132,0.53641,0.67855,-0.37862,-0.28997,-0.34758,0.2451,0.79833,0.65126,1.45589,-0.47651,0.72715,4.00166,-0.17767,-0.20358,0.13651,2.38234,-0.27536,-0.13315,-0.34955,1.13844,-0.6034,-0.06238,0.05984,0.35753,-0.32301,1.2249,-0.41259,1.75189,-0.06171,0.34839,0.48676,0.42558,-0.07519,0.17183,-0.29793,0.84055,-0.31027,-0.28316,1.23885,-0.65468,-0.45562,-0.00546,1.44601,-0.33466,0.76743,-0.1913,0.65867,-0.38857,0.70472,0.13733,0.16054,1.52646,-0.34776,1.4463,0.20246,0.37758,-0.07624,1.78969,0.0788,0.19794,0.75127,0.22433,0.79527,0.63477,1.28193,-0.36197,-0.61697,-0.33963,0.74248,-0.01443,1.61144,-0.46636,-0.23057,-0.41817,0.40161,-0.64397,2.65639,1.83858,3.30973,-0.66061,-0.10315,-0.06237,0.3394,-0.04987,1.0317,before Th
-0.33944,0.96048,1.42337,-0.18543,-0.71018,-0.35109,-0.33558,-0.17282,-0.41813,-0.72677,-0.29782,-0.17051,1.16402,-0.48339,0.07927,-0.51008,1.34635,-0.49006,-0.16692,-0.33284,-0.44978,-0.51657,-0.38759,-0.48473,-0.3596,-0.40445,-0.06194,0.18164,-0.27513,0.45209,-0.95725,-0.31828,-0.16381,0.09784,0.5099,-0.2172,-0.15614,-0.07937,0.25282,0.69747,0.91133,-0.44374,2.519,-0.6041,1.49853,-0.26809,0.01911,0.17211,3.57693,-0.37348,0.27755,-0.3923,-0.29179,1.33473,-0.72533,0.65194,-0.1705,-0.34643,-0.20065,-0.19564,-0.22114,1.16873,-0.50788,1.12793,-0.45699,0.09492,0.13241,-0.1656,1.82377,0.22441,3.35287,4.87426,1.29335,2.00484,1.96559,-0.38368,-0.04868,-0.3896,-0.44787,-0.02523,-0.28095,-0.47864,-0.3045,2.48388,0.01589,1.27363,-0.06027,1.05536,0.85659,-0.11521,0.79046,-0.62552,0.54821,-0.09162,0.21947,-0.46776,-0.24545,0.85593,-0.24566,0.97936,before Th
-0.33923,-0.28366,0.37321,2.4531,-0.58074,0.07022,-0.33175,-0.39074,-0.07087,-0.41432,0.55273,-0.29971,-0.55348,1.05441,0.22443,-0.46863,-0.81681,-0.47707,-0.15591,0.0123,4.11155,-0.55253,-0.34998,2.46782,-0.42456,0.64824,1.18453,0.2176,-0.12607,-0.28984,2.53559,-0.31489,-0.25252,0.23768,-0.72895,0.76443,-0.15025,0.26375,0.68117,-0.36002,0.06171,1.87798,1.195,-0.17032,1.22893,-0.0768,-0.66247,-0.20479,0.37698,0.09252,0.36892,-0.57836,-0.22121,-0.15602,0.30521,-0.34526,0.29328,0.08197,-0.48108,-0.14188,-0.06182,-0.49339,-0.05321,0.06666,-0.12052,0.5312,1.0712,0.36922,1.1399,-0.42485,-0.10335,1.29375,0.34998,-0.02681,0.62283,0.31842,-0.08498,-0.60968,1.8849,1.26305,-0.10588,0.07126,-0.30779,-0.53114,1.64401,0.0465,1.17132,0.3066,-0.26309,1.79829,0.89287,0.11805,-0.57837,0.8475,-0.41481,1.21845,-0.06723,-0.05765,1.79772,-0.0561,before Th
-0.34986,-0.72948,-0.83348,-0.63772,-0.88024,-0.36497,0.28977,-0.95364,-0.11685,-0.73654,-0.28111,-0.49919,-0.69902,-0.79314,-0.46808,-0.62103,-0.79742,-0.56863,-0.33306,-0.39511,-0.44809,-0.83252,5.25623,-0.64197,-0.63118,-0.59805,-0.52239,-0.38692,-0.33749,-0.33543,-0.91949,-0.4247,-0.40205,-0.48804,-0.8642,-0.48511,-0.36915,-0.49854,-0.80345,-0.71784,-0.74384,-0.15292,-0.68315,-0.18252,-0.3647,-0.33994,0.76627,-0.48121,-0.42184,-0.48608,-0.83028,-0.51138,-0.33475,-0.48097,-0.53213,-0.82341,0.14511,-0.93307,-0.70288,-0.84749,-0.43344,-0.72164,-0.4632,-0.78471,-0.43877,-0.55671,-0.7714,-0.46731,-0.63546,-0.54624,-0.6467,-0.62215,-0.65295,-0.76991,-0.4886,-0.47277,-0.50777,-0.76818,-0.70825,-0.77251,6.6143,-0.47516,-0.39353,-0.70079,-0.82042,-0.75246,-0.54379,-0.59327,4.31337,-0.55064,-0.72167,-0.7824,-0.64588,-0.40739,-0.68395,-0.89775,-0.82048,-0.41856,-0.1611,-0.77248,before Th
-0.24403,-0.49669,-0.25689,4.58638,-0.61455,4.50808,-0.21955,0.15828,0.15111,2.66354,0.66643,1.65335,-0.35852,-0.61778,3.53123,-0.54971,2.47423,-0.3763,0.65511,2.08629,2.55699,-0.55905,0.14104,-0.50688,-0.52247,-0.09232,-0.06343,-0.41622,-0.15837,3.59165,-0.87185,-0.29372,-0.12201,4.53985,-0.08057,-0.49885,5.15089,-0.12125,-0.22357,-0.34231,-0.3449,-0.15689,-0.49047,1.60088,-0.34966,0.15037,3.72039,-0.30114,-0.38275,2.63848,-0.84606,-0.57827,1.27859,3.13572,1.62923,3.7642,-0.30271,-0.63741,1.96333,-0.55765,0.10997,1.11557,4.28362,-0.56168,-0.52311,0.1125,-0.67188,3.25186,0.23582,-0.5344,-0.00934,-0.77977,0.17,2.00711,0.48351,-0.58612,0.1157,0.97255,-0.51868,-0.70716,0.9934,0.62756,5.07233,0.10816,0.12986,-0.19146,-0.36752,0.42011,-0.11255,0.75931,-0.0163,-0.55826,2.05273,-0.21999,0.83396,3.15923,1.37674,-0.41997,1.04427,0.14411,before Th
-0.33243,0.52356,0.52378,-0.44558,-0.55653,-0.25498,-0.35514,-0.05158,-0.40411,-0.6106,0.58836,-0.22204,0.75444,-0.0068,-0.18048,-0.44005,1.35595,0.35946,-0.13568,-0.34756,0.872,-0.50901,-0.36934,-0.58043,1.33085,0.30539,-0.01953,-0.45185,0.11515,2.20806,1.31958,-0.1183,-0.13778,-0.24222,-0.20315,-0.53779,-0.03517,1.12714,-0.81221,0.21558,-0.43822,1.67941,-0.7143,0.9828,-0.47435,-0.20518,-0.19008,0.03669,-0.11595,-0.24622,-0.26052,-0.347,-0.26778,0.90981,0.46573,0.84462,-0.15031,-0.22966,-0.29171,0.32289,-0.38245,-0.12811,-0.50967,0.15564,0.46199,-0.06691,1.48341,-0.21723,-0.51562,-0.23694,1.52502,0.33756,0.74831,-0.52211,-0.44472,0.10106,0.04998,0.05644,-0.50926,0.32082,-0.29687,0.40876,-0.23912,-0.55796,-0.27118,1.73632,0.34565,-0.65173,-0.30533,-0.38138,-0.66028,0.63766,-0.31205,-0.03382,-0.55228,-0.42214,0.07742,2.59017,-0.46793,0.56498,before Th
-0.34834,-0.55802,0.49001,1.1767,-0.08897,-0.23656,-0.37654,0.65551,-0.31269,1.00403,-0.25845,0.86315,-0.10271,-0.14266,-0.32568,0.85166,1.38494,-0.5429,-0.07055,-0.33158,-0.493,-0.67266,-0.33664,0.64952,-0.53006,-0.35156,-0.13742,0.04931,-0.19824,-0.41755,0.27191,-0.21501,0.15316,-0.35643,-0.77003,-0.26254,-0.21718,-0.04604,0.58685,0.35456,0.47961,0.07163,-0.077,-0.49933,0.12265,-0.24772,-0.47246,-0.0104,0.79031,-0.435,-0.72748,0.59862,-0.34173,0.37894,-0.53293,0.68898,-0.35617,-0.8648,-0.21583,0.58675,0.22119,-0.69706,0.52707,-0.87865,-0.46306,0.39688,-0.55801,-0.32071,2.73354,-0.50223,1.36278,0.39902,1.96253,1.63405,-0.47514,1.66228,-0.42192,-0.72194,-0.27514,0.64916,-0.25509,3.40947,-0.34951,1.02549,0.05743,1.61122,0.52962,-0.1936,-0.41166,1.6241,0.47548,-0.375,0.30358,-0.11088,-0.0248,-0.00788,0.43538,1.05865,-0.34421,0.14754,before Th
0.19133,-0.76554,-0.8569,-0.88353,-0.63256,-0.33839,-0.36605,-0.94092,-0.32556,-0.75857,-0.25057,-0.51858,-0.61403,-0.79095,-0.46273,-0.60028,-0.91466,-0.04775,-0.31198,-0.40181,-0.68916,-0.83962,-0.03654,-0.50427,0.03743,-0.49315,-0.31238,-0.80983,-0.33476,0.27233,-0.63542,-0.45709,-0.34352,-0.48893,-0.8145,-0.41363,-0.34174,-0.42991,-0.89229,-0.50166,-0.56906,-0.59997,-0.72546,-0.37367,-0.38741,-0.31842,-0.32319,-0.59115,-0.56704,-0.44674,-0.62416,0.09047,-0.35753,0.04446,-0.82048,-0.85539,-0.34294,-0.8415,-0.54835,-0.54713,-0.51102,-0.84892,-0.35488,-0.93267,-0.7804,-0.57365,-0.59343,-0.44221,-0.77259,-0.20923,-0.71848,-0.70864,-0.88541,-0.78321,-0.47664,-0.93586,-0.51216,-0.63159,-0.7342,-0.78355,-0.37961,-0.60121,-0.23503,-0.75521,-0.77318,-0.02977,-0.50347,-0.69749,-0.45979,-0.88652,-0.43063,-0.50302,-0.80412,-0.32471,-0.38044,-0.93946,-0.70035,0.38731,-0.53451,-0.79672,before Th
-0.33922,1.64143,1.32034,0.00436,0.4122,-0.34805,-0.37512,3.22529,-0.44488,-0.03194,-0.26911,-0.30095,2.21651,-0.50485,-0.38805,1.08381,2.72773,-0.43525,-0.092,-0.35151,-0.67061,2.21583,-0.35807,1.17664,0.1601,-0.09819,0.17666,1.90222,-0.17762,-0.53571,1.82247,0.21254,-0.16925,-0.38404,2.38194,0.84057,-0.24976,-0.29981,1.03855,-0.38718,-0.63964,-0.11059,0.96175,0.16905,0.01362,-0.29759,-0.59459,-0.36642,-0.13179,-0.28799,0.75948,0.52059,-0.28,-0.28268,-0.60117,0.39165,-0.29891,-0.8081,5.11314,1.49293,0.4145,0.61927,-0.43418,1.03371,-0.74419,0.18058,1.07397,-0.39088,-0.75509,-0.29247,2.23232,-0.2268,0.23274,0.40578,-0.47756,0.33546,-0.49534,-0.38555,-0.29439,2.27124,-0.29249,-0.52027,-0.3577,2.76315,0.95836,-0.22166,0.30872,-0.48939,-0.42676,1.11459,-0.10966,1.5485,0.02841,0.31948,0.72397,-0.51202,-0.06492,3.06619,0.40602,2.86179,before Th
0.14267,2.33603,0.21273,1.12009,-0.1648,-0.0891,-0.30845,-0.44534,0.32047,1.37072,-0.31079,-0.01389,0.13026,-0.2351,-0.08559,-0.38245,0.71354,0.38786,0.00872,-0.26127,0.65201,0.02052,0.03582,-0.3778,2.77891,-0.08597,-0.17731,4.06335,-0.21476,-0.5708,1.67541,5.8545,-0.26272,-0.2543,1.45027,0.24754,-0.2503,0.33993,-0.12518,1.24392,0.56554,-0.44795,0.51496,0.44459,0.24045,-0.16928,2.64928,-0.1963,-0.44821,-0.15844,1.62864,-0.07052,-0.22912,-0.57876,-0.67823,-0.68304,-0.41156,-0.70788,-0.4202,-0.14763,0.04776,0.49053,-0.18763,0.73834,0.34886,6.07434,0.27553,-0.15719,1.32339,-0.57765,1.27076,-0.00046,0.33427,1.82911,-0.42968,0.95906,0.56056,0.90025,-0.563,-0.21921,0.11712,0.1157,-0.29332,0.7905,1.49684,1.12595,0.06827,-0.13485,-0.44886,-0.84573,0.72767,0.25964,0.79934,-0.07517,2.78974,0.08128,0.0157,-0.50993,0.30728,0.34659,before Th
-0.3464,0.10588,-0.64111,-0.89222,-0.86624,-0.30177,-0.4085,-0.81274,-0.43831,-0.24526,-0.33047,0.02872,-0.26637,-0.6768,0.08368,-0.61347,-0.95951,-0.55701,-0.18202,0.35278,-0.54866,-0.22993,-0.49106,-0.83337,-0.68491,-0.12883,-0.51831,-0.60815,-0.35364,0.51487,-0.72655,-0.47007,-0.43498,0.1127,-0.88748,-0.23147,-0.11778,-0.47571,-0.88597,-0.62745,-0.80312,-0.6583,-0.9519,-0.37702,-0.55879,-0.29926,-0.36182,-0.60499,-0.48858,0.34148,-0.64345,-0.58997,-0.10545,-0.64576,-0.7995,-0.48112,-0.43277,-0.92282,-0.62579,-0.57458,-0.31156,-0.51035,-0.16372,-0.76206,-0.67593,-0.4997,-0.38135,-0.185,0.05736,-0.4543,-0.69512,-0.77642,-0.69217,-1.01635,-0.41305,-0.93126,-0.26211,-0.00123,0.06936,-0.76218,-0.46856,-0.68882,-0.38824,-0.81072,-0.61665,-0.80988,-0.38841,-0.4213,-0.42725,-0.76028,-0.12634,-0.7805,-0.69594,-0.43561,-0.81294,-0.14174,-0.35602,-0.51974,-0.45885,-0.52567,before Th
0.0207,-0.69312,-0.89507,-0.79533,-0.764,-0.34179,-0.40692,-0.73657,-0.25398,-0.74901,-0.32308,-0.50093,-0.52218,-0.52509,-0.4426,-0.57441,-0.66699,0.05483,-0.26168,-0.3903,-0.58237,-0.86688,-0.08479,-0.80029,-0.1958,-0.51508,-0.42237,-0.63631,-0.34631,-0.68085,-0.72767,-0.30927,-0.39242,-0.44558,-0.49236,-0.59206,-0.29941,-0.283,-0.79366,-0.72064,-0.93731,-0.02411,-0.75458,-0.6584,-0.24721,-0.28836,-0.62139,-0.59989,-0.52387,-0.43365,-0.49417,-0.34386,-0.31449,-0.65965,-0.78155,-0.83319,-0.32135,-0.80106,-0.5925,-0.87347,-0.46672,-0.89246,-0.43329,-0.84894,-0.49724,-0.56419,-0.58685,-0.46132,-0.8207,-0.27161,-0.72584,-0.67415,-0.57476,-0.58391,-0.49085,-0.55563,-0.49874,-0.59413,-0.57532,-0.77702,-0.44897,-0.64985,-0.32606,-0.72745,-0.76587,-0.75179,-0.37773,-0.70237,-0.46335,-0.79762,-0.62882,-0.69349,-0.76999,-0.33127,-0.79953,-0.81676,-0.89158,-0.12818,-0.0092,-0.7512,before Th
-0.2768,-0.74487,-0.76943,-0.87402,-0.74079,-0.36855,-0.40958,-0.93843,-0.4526,-0.71763,-0.3032,-0.50817,-0.51122,-0.71485,-0.48448,-0.5367,-1.09466,0.39818,-0.34592,-0.41572,-0.72862,-0.83413,-0.54311,-0.8343,-0.09299,-0.56711,-0.47036,-0.79571,-0.32047,-0.59921,-0.82488,-0.4344,-0.24704,-0.4974,-0.87325,-0.68408,-0.35822,-0.49069,-1.02887,-0.58139,-0.52665,-0.65144,-0.97218,-0.53007,-0.37911,-0.34158,-0.49997,-0.5482,-0.52349,-0.468,-0.59444,-0.05832,-0.34757,-0.603,-0.72148,-0.8677,-0.4415,-0.41251,-0.72685,-0.79735,-0.52965,-0.87069,-0.16988,-0.44412,-0.6142,-0.29606,-0.74407,-0.4574,-0.61534,0.13453,-0.57648,-0.6805,-0.83166,-0.69769,-0.48939,-0.55713,-0.51996,-0.59993,-0.69851,-0.69546,-0.43921,-0.62638,-0.38065,-0.76612,-0.9068,-0.64191,-0.53387,-0.67586,-0.46409,-0.69967,-0.41573,-0.37447,-0.77919,-0.43096,-0.77814,-0.87965,-0.96294,0.34936,-0.57424,-0.88305,before Th
0.66354,0.54506,0.28853,-0.22701,-0.33005,-0.20886,-0.27898,1.005,-0.36944,-0.68292,-0.09241,-0.22762,0.08144,-0.48631,-0.26231,-0.32096,-0.33725,0.82191,-0.20093,-0.35624,1.30725,2.65845,-0.07289,0.1901,2.9733,0.01073,0.38392,0.04275,0.31054,3.50786,0.5108,0.99538,-0.07069,-0.11979,-0.63291,-0.17719,-0.32302,-0.00795,1.43551,-0.41446,1.70948,0.49606,-0.43687,-0.30065,0.63428,-0.14477,-0.54364,0.02843,-0.30048,-0.17269,3.79202,0.04041,-0.20661,-0.22874,-0.44739,-0.20313,-0.3198,2.00174,0.85814,0.24052,-0.01137,2.26056,-0.31711,3.46188,0.37,-0.34335,-0.36053,-0.22366,2.8746,-0.26672,-0.20046,-0.23199,0.30547,-0.56427,-0.279,-0.14231,0.09168,0.30263,-0.507,2.56373,-0.15956,0.03991,-0.22375,0.32069,-0.57841,4.99296,-0.1727,0.26265,-0.2055,-0.54971,-0.17347,1.09513,1.19277,0.334,0.27799,-0.0662,-0.16427,1.26709,0.04925,0.96926,before Th
-0.31822,-0.06241,0.14114,-0.13951,-0.69518,-0.22849,-0.37071,0.56311,0.04858,-0.72106,-0.2837,-0.36715,-0.19219,-0.39119,-0.31722,0.69047,1.31376,0.51874,-0.1118,-0.27549,0.32082,-0.5586,-0.43916,0.35365,-0.01641,0.43401,0.36232,1.52411,0.90504,-0.03394,1.90073,-0.25092,-0.34102,-0.19554,2.61714,5.20795,-0.34019,-0.17236,0.06096,-0.50858,0.84507,0.82957,0.16972,-0.51721,2.55626,-0.2385,0.58081,-0.04073,-0.24477,-0.18446,0.46564,1.5704,-0.30762,-0.20287,2.16797,-0.65391,-0.35687,1.89523,2.95503,-0.46213,0.49316,-0.5396,-0.3946,-0.60564,-0.1429,0.27862,0.03707,-0.22591,1.10032,-0.27954,0.08495,0.03101,0.9497,-0.69361,0.04816,-0.75085,-0.18131,0.37965,-0.39139,3.5988,0.3042,0.10736,-0.18582,-0.17469,2.39222,1.12374,0.06314,-0.46337,-0.2998,0.46833,-0.48412,1.33854,-0.56683,0.23148,2.55946,-0.11296,0.06687,-0.48247,1.049,2.10046,before Th
